filename,flip_type,bbox_coords,normal_abnormal
sperm_morph_565_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 247, ""top_left_y"": 287, ""bottom_right_x"": 396, ""bottom_right_y"": 373}","{""Normal/Abnormal"":""A""}"
sperm_morph_565_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 379, ""top_left_y"": 287, ""bottom_right_x"": 528, ""bottom_right_y"": 373}","{""Normal/Abnormal"":""A""}"
sperm_morph_565_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 99, ""top_left_y"": 299, ""bottom_right_x"": 544, ""bottom_right_y"": 419}","{""Normal/Abnormal"":""N""}"
sperm_morph_565_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 231, ""top_left_y"": 162, ""bottom_right_x"": 676, ""bottom_right_y"": 282}","{""Normal/Abnormal"":""N""}"
sperm_morph_565_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 99, ""top_left_y"": 162, ""bottom_right_x"": 544, ""bottom_right_y"": 282}","{""Normal/Abnormal"":""N""}"
sperm_morph_566_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 97, ""top_left_y"": 182, ""bottom_right_x"": 516, ""bottom_right_y"": 547}","{""Normal/Abnormal"":""A""}"
sperm_morph_566_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 259, ""top_left_y"": 34, ""bottom_right_x"": 678, ""bottom_right_y"": 399}","{""Normal/Abnormal"":""A""}"
sperm_morph_566_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 97, ""top_left_y"": 34, ""bottom_right_x"": 516, ""bottom_right_y"": 399}","{""Normal/Abnormal"":""A""}"
sperm_morph_567_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 32, ""top_left_y"": 169, ""bottom_right_x"": 573, ""bottom_right_y"": 322}","{""Normal/Abnormal"":""A""}"
sperm_morph_567_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 202, ""top_left_y"": 259, ""bottom_right_x"": 743, ""bottom_right_y"": 412}","{""Normal/Abnormal"":""A""}"
sperm_morph_567_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 32, ""top_left_y"": 259, ""bottom_right_x"": 573, ""bottom_right_y"": 412}","{""Normal/Abnormal"":""A""}"
sperm_morph_568_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 285, ""top_left_y"": 38, ""bottom_right_x"": 550, ""bottom_right_y"": 532}","{""Normal/Abnormal"":""A""}"
sperm_morph_568_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 225, ""top_left_y"": 49, ""bottom_right_x"": 490, ""bottom_right_y"": 543}","{""Normal/Abnormal"":""A""}"
sperm_morph_568_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 285, ""top_left_y"": 49, ""bottom_right_x"": 550, ""bottom_right_y"": 543}","{""Normal/Abnormal"":""A""}"
sperm_morph_569_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 191, ""top_left_y"": 154, ""bottom_right_x"": 617, ""bottom_right_y"": 569}","{""Normal/Abnormal"":""N""}"
sperm_morph_569_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 158, ""top_left_y"": 12, ""bottom_right_x"": 584, ""bottom_right_y"": 427}","{""Normal/Abnormal"":""N""}"
sperm_morph_569_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 191, ""top_left_y"": 12, ""bottom_right_x"": 617, ""bottom_right_y"": 427}","{""Normal/Abnormal"":""N""}"
sperm_morph_570_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 211, ""top_left_y"": 195, ""bottom_right_x"": 692, ""bottom_right_y"": 509}","{""Normal/Abnormal"":""N""}"
sperm_morph_570_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 83, ""top_left_y"": 72, ""bottom_right_x"": 564, ""bottom_right_y"": 386}","{""Normal/Abnormal"":""N""}"
sperm_morph_570_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 211, ""top_left_y"": 72, ""bottom_right_x"": 692, ""bottom_right_y"": 386}","{""Normal/Abnormal"":""N""}"
sperm_morph_570_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 546, ""top_left_y"": 239, ""bottom_right_x"": 715, ""bottom_right_y"": 502}","{""Normal/Abnormal"":""A""}"
sperm_morph_570_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 60, ""top_left_y"": 79, ""bottom_right_x"": 229, ""bottom_right_y"": 342}","{""Normal/Abnormal"":""A""}"
sperm_morph_570_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 546, ""top_left_y"": 79, ""bottom_right_x"": 715, ""bottom_right_y"": 342}","{""Normal/Abnormal"":""A""}"
sperm_morph_571_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 275, ""top_left_y"": 148, ""bottom_right_x"": 753, ""bottom_right_y"": 393}","{""Normal/Abnormal"":""N""}"
sperm_morph_571_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 22, ""top_left_y"": 188, ""bottom_right_x"": 500, ""bottom_right_y"": 433}","{""Normal/Abnormal"":""N""}"
sperm_morph_571_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 275, ""top_left_y"": 188, ""bottom_right_x"": 753, ""bottom_right_y"": 433}","{""Normal/Abnormal"":""N""}"
sperm_morph_572_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 258, ""top_left_y"": 247, ""bottom_right_x"": 748, ""bottom_right_y"": 386}","{""Normal/Abnormal"":""A""}"
sperm_morph_572_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 27, ""top_left_y"": 195, ""bottom_right_x"": 517, ""bottom_right_y"": 334}","{""Normal/Abnormal"":""A""}"
sperm_morph_572_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 258, ""top_left_y"": 195, ""bottom_right_x"": 748, ""bottom_right_y"": 334}","{""Normal/Abnormal"":""A""}"
sperm_morph_572_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 37, ""top_left_y"": 164, ""bottom_right_x"": 553, ""bottom_right_y"": 321}","{""Normal/Abnormal"":""A""}"
sperm_morph_572_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 222, ""top_left_y"": 260, ""bottom_right_x"": 738, ""bottom_right_y"": 417}","{""Normal/Abnormal"":""A""}"
sperm_morph_572_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 37, ""top_left_y"": 260, ""bottom_right_x"": 553, ""bottom_right_y"": 417}","{""Normal/Abnormal"":""A""}"
sperm_morph_573_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 136, ""top_left_y"": 161, ""bottom_right_x"": 687, ""bottom_right_y"": 465}","{""Normal/Abnormal"":""A""}"
sperm_morph_573_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 88, ""top_left_y"": 116, ""bottom_right_x"": 639, ""bottom_right_y"": 420}","{""Normal/Abnormal"":""A""}"
sperm_morph_573_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 136, ""top_left_y"": 116, ""bottom_right_x"": 687, ""bottom_right_y"": 420}","{""Normal/Abnormal"":""A""}"
sperm_morph_573_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 18, ""top_left_y"": 445, ""bottom_right_x"": 224, ""bottom_right_y"": 541}","{""Normal/Abnormal"":""A""}"
sperm_morph_573_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 551, ""top_left_y"": 40, ""bottom_right_x"": 757, ""bottom_right_y"": 136}","{""Normal/Abnormal"":""A""}"
sperm_morph_573_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 18, ""top_left_y"": 40, ""bottom_right_x"": 224, ""bottom_right_y"": 136}","{""Normal/Abnormal"":""A""}"
sperm_morph_574_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 119, ""top_left_y"": 250, ""bottom_right_x"": 701, ""bottom_right_y"": 436}","{""Normal/Abnormal"":""A""}"
sperm_morph_574_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 74, ""top_left_y"": 145, ""bottom_right_x"": 656, ""bottom_right_y"": 331}","{""Normal/Abnormal"":""A""}"
sperm_morph_574_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 119, ""top_left_y"": 145, ""bottom_right_x"": 701, ""bottom_right_y"": 331}","{""Normal/Abnormal"":""A""}"
sperm_morph_575_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 261, ""top_left_y"": 149, ""bottom_right_x"": 771, ""bottom_right_y"": 273}","{""Normal/Abnormal"":""N""}"
sperm_morph_575_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 4, ""top_left_y"": 308, ""bottom_right_x"": 514, ""bottom_right_y"": 432}","{""Normal/Abnormal"":""N""}"
sperm_morph_575_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 261, ""top_left_y"": 308, ""bottom_right_x"": 771, ""bottom_right_y"": 432}","{""Normal/Abnormal"":""N""}"
sperm_morph_575_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 96, ""top_left_y"": 110, ""bottom_right_x"": 529, ""bottom_right_y"": 410}","{""Normal/Abnormal"":""N""}"
sperm_morph_575_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 246, ""top_left_y"": 171, ""bottom_right_x"": 679, ""bottom_right_y"": 471}","{""Normal/Abnormal"":""N""}"
sperm_morph_575_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 96, ""top_left_y"": 171, ""bottom_right_x"": 529, ""bottom_right_y"": 471}","{""Normal/Abnormal"":""N""}"
sperm_morph_576_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 77, ""top_left_y"": 192, ""bottom_right_x"": 616, ""bottom_right_y"": 378}","{""Normal/Abnormal"":""A""}"
sperm_morph_576_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 159, ""top_left_y"": 203, ""bottom_right_x"": 698, ""bottom_right_y"": 389}","{""Normal/Abnormal"":""A""}"
sperm_morph_576_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 77, ""top_left_y"": 203, ""bottom_right_x"": 616, ""bottom_right_y"": 389}","{""Normal/Abnormal"":""A""}"
sperm_morph_576_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 580, ""top_left_y"": 355, ""bottom_right_x"": 758, ""bottom_right_y"": 462}","{""Normal/Abnormal"":""A""}"
sperm_morph_576_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 17, ""top_left_y"": 119, ""bottom_right_x"": 195, ""bottom_right_y"": 226}","{""Normal/Abnormal"":""A""}"
sperm_morph_576_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 580, ""top_left_y"": 119, ""bottom_right_x"": 758, ""bottom_right_y"": 226}","{""Normal/Abnormal"":""A""}"
sperm_morph_577_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 44, ""top_left_y"": 282, ""bottom_right_x"": 339, ""bottom_right_y"": 522}","{""Normal/Abnormal"":""A""}"
sperm_morph_577_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 436, ""top_left_y"": 59, ""bottom_right_x"": 731, ""bottom_right_y"": 299}","{""Normal/Abnormal"":""A""}"
sperm_morph_577_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 44, ""top_left_y"": 59, ""bottom_right_x"": 339, ""bottom_right_y"": 299}","{""Normal/Abnormal"":""A""}"
sperm_morph_577_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 277, ""top_left_y"": 159, ""bottom_right_x"": 682, ""bottom_right_y"": 428}","{""Normal/Abnormal"":""A""}"
sperm_morph_577_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 93, ""top_left_y"": 153, ""bottom_right_x"": 498, ""bottom_right_y"": 422}","{""Normal/Abnormal"":""A""}"
sperm_morph_577_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 277, ""top_left_y"": 153, ""bottom_right_x"": 682, ""bottom_right_y"": 422}","{""Normal/Abnormal"":""A""}"
sperm_morph_578_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 184, ""top_left_y"": 139, ""bottom_right_x"": 617, ""bottom_right_y"": 374}","{""Normal/Abnormal"":""A""}"
sperm_morph_578_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 158, ""top_left_y"": 207, ""bottom_right_x"": 591, ""bottom_right_y"": 442}","{""Normal/Abnormal"":""A""}"
sperm_morph_578_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 184, ""top_left_y"": 207, ""bottom_right_x"": 617, ""bottom_right_y"": 442}","{""Normal/Abnormal"":""A""}"
sperm_morph_579_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 118, ""top_left_y"": 234, ""bottom_right_x"": 694, ""bottom_right_y"": 500}","{""Normal/Abnormal"":""N""}"
sperm_morph_579_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 81, ""top_left_y"": 81, ""bottom_right_x"": 657, ""bottom_right_y"": 347}","{""Normal/Abnormal"":""N""}"
sperm_morph_579_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 118, ""top_left_y"": 81, ""bottom_right_x"": 694, ""bottom_right_y"": 347}","{""Normal/Abnormal"":""N""}"
sperm_morph_579_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 31, ""top_left_y"": 98, ""bottom_right_x"": 178, ""bottom_right_y"": 242}","{""Normal/Abnormal"":""A""}"
sperm_morph_579_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 597, ""top_left_y"": 339, ""bottom_right_x"": 744, ""bottom_right_y"": 483}","{""Normal/Abnormal"":""A""}"
sperm_morph_579_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 31, ""top_left_y"": 339, ""bottom_right_x"": 178, ""bottom_right_y"": 483}","{""Normal/Abnormal"":""A""}"
sperm_morph_580_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 191, ""top_left_y"": 52, ""bottom_right_x"": 651, ""bottom_right_y"": 402}","{""Normal/Abnormal"":""N""}"
sperm_morph_580_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 124, ""top_left_y"": 179, ""bottom_right_x"": 584, ""bottom_right_y"": 529}","{""Normal/Abnormal"":""N""}"
sperm_morph_580_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 191, ""top_left_y"": 179, ""bottom_right_x"": 651, ""bottom_right_y"": 529}","{""Normal/Abnormal"":""N""}"
sperm_morph_581_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 104, ""top_left_y"": 111, ""bottom_right_x"": 637, ""bottom_right_y"": 461}","{""Normal/Abnormal"":""A""}"
sperm_morph_581_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 138, ""top_left_y"": 120, ""bottom_right_x"": 671, ""bottom_right_y"": 470}","{""Normal/Abnormal"":""A""}"
sperm_morph_581_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 104, ""top_left_y"": 120, ""bottom_right_x"": 637, ""bottom_right_y"": 470}","{""Normal/Abnormal"":""A""}"
sperm_morph_582_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 125, ""top_left_y"": 41, ""bottom_right_x"": 504, ""bottom_right_y"": 451}","{""Normal/Abnormal"":""A""}"
sperm_morph_582_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 271, ""top_left_y"": 130, ""bottom_right_x"": 650, ""bottom_right_y"": 540}","{""Normal/Abnormal"":""A""}"
sperm_morph_582_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 125, ""top_left_y"": 130, ""bottom_right_x"": 504, ""bottom_right_y"": 540}","{""Normal/Abnormal"":""A""}"
sperm_morph_583_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 201, ""top_left_y"": 222, ""bottom_right_x"": 718, ""bottom_right_y"": 505}","{""Normal/Abnormal"":""N""}"
sperm_morph_583_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 57, ""top_left_y"": 76, ""bottom_right_x"": 574, ""bottom_right_y"": 359}","{""Normal/Abnormal"":""N""}"
sperm_morph_583_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 201, ""top_left_y"": 76, ""bottom_right_x"": 718, ""bottom_right_y"": 359}","{""Normal/Abnormal"":""N""}"
sperm_morph_583_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 483, ""top_left_y"": 110, ""bottom_right_x"": 652, ""bottom_right_y"": 242}","{""Normal/Abnormal"":""A""}"
sperm_morph_583_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 123, ""top_left_y"": 339, ""bottom_right_x"": 292, ""bottom_right_y"": 471}","{""Normal/Abnormal"":""A""}"
sperm_morph_583_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 483, ""top_left_y"": 339, ""bottom_right_x"": 652, ""bottom_right_y"": 471}","{""Normal/Abnormal"":""A""}"
sperm_morph_584_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 129, ""top_left_y"": 356, ""bottom_right_x"": 659, ""bottom_right_y"": 569}","{""Normal/Abnormal"":""N""}"
sperm_morph_584_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 116, ""top_left_y"": 12, ""bottom_right_x"": 646, ""bottom_right_y"": 225}","{""Normal/Abnormal"":""N""}"
sperm_morph_584_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 129, ""top_left_y"": 12, ""bottom_right_x"": 659, ""bottom_right_y"": 225}","{""Normal/Abnormal"":""N""}"
sperm_morph_585_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 409, ""top_left_y"": 184, ""bottom_right_x"": 701, ""bottom_right_y"": 377}","{""Normal/Abnormal"":""A""}"
sperm_morph_585_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 74, ""top_left_y"": 204, ""bottom_right_x"": 366, ""bottom_right_y"": 397}","{""Normal/Abnormal"":""A""}"
sperm_morph_585_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 409, ""top_left_y"": 204, ""bottom_right_x"": 701, ""bottom_right_y"": 397}","{""Normal/Abnormal"":""A""}"
sperm_morph_585_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 450, ""top_left_y"": 383, ""bottom_right_x"": 683, ""bottom_right_y"": 566}","{""Normal/Abnormal"":""A""}"
sperm_morph_585_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 92, ""top_left_y"": 15, ""bottom_right_x"": 325, ""bottom_right_y"": 198}","{""Normal/Abnormal"":""A""}"
sperm_morph_585_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 450, ""top_left_y"": 15, ""bottom_right_x"": 683, ""bottom_right_y"": 198}","{""Normal/Abnormal"":""A""}"
sperm_morph_586_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 114, ""top_left_y"": 294, ""bottom_right_x"": 669, ""bottom_right_y"": 509}","{""Normal/Abnormal"":""A""}"
sperm_morph_586_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 106, ""top_left_y"": 72, ""bottom_right_x"": 661, ""bottom_right_y"": 287}","{""Normal/Abnormal"":""A""}"
sperm_morph_586_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 114, ""top_left_y"": 72, ""bottom_right_x"": 669, ""bottom_right_y"": 287}","{""Normal/Abnormal"":""A""}"
sperm_morph_587_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 189, ""top_left_y"": 305, ""bottom_right_x"": 766, ""bottom_right_y"": 370}","{""Normal/Abnormal"":""N""}"
sperm_morph_587_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 9, ""top_left_y"": 211, ""bottom_right_x"": 586, ""bottom_right_y"": 276}","{""Normal/Abnormal"":""N""}"
sperm_morph_587_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 189, ""top_left_y"": 211, ""bottom_right_x"": 766, ""bottom_right_y"": 276}","{""Normal/Abnormal"":""N""}"
sperm_morph_587_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 8, ""top_left_y"": 317, ""bottom_right_x"": 390, ""bottom_right_y"": 508}","{""Normal/Abnormal"":""N""}"
sperm_morph_587_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 385, ""top_left_y"": 73, ""bottom_right_x"": 767, ""bottom_right_y"": 264}","{""Normal/Abnormal"":""N""}"
sperm_morph_587_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 8, ""top_left_y"": 73, ""bottom_right_x"": 390, ""bottom_right_y"": 264}","{""Normal/Abnormal"":""N""}"
sperm_morph_588_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 96, ""top_left_y"": 263, ""bottom_right_x"": 697, ""bottom_right_y"": 499}","{""Normal/Abnormal"":""N""}"
sperm_morph_588_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 78, ""top_left_y"": 82, ""bottom_right_x"": 679, ""bottom_right_y"": 318}","{""Normal/Abnormal"":""N""}"
sperm_morph_588_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 96, ""top_left_y"": 82, ""bottom_right_x"": 697, ""bottom_right_y"": 318}","{""Normal/Abnormal"":""N""}"
sperm_morph_588_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 225, ""top_left_y"": 234, ""bottom_right_x"": 677, ""bottom_right_y"": 337}","{""Normal/Abnormal"":""A""}"
sperm_morph_588_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 98, ""top_left_y"": 244, ""bottom_right_x"": 550, ""bottom_right_y"": 347}","{""Normal/Abnormal"":""A""}"
sperm_morph_588_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 225, ""top_left_y"": 244, ""bottom_right_x"": 677, ""bottom_right_y"": 347}","{""Normal/Abnormal"":""A""}"
sperm_morph_589_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 14, ""top_left_y"": 133, ""bottom_right_x"": 667, ""bottom_right_y"": 363}","{""Normal/Abnormal"":""A""}"
sperm_morph_589_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 108, ""top_left_y"": 218, ""bottom_right_x"": 761, ""bottom_right_y"": 448}","{""Normal/Abnormal"":""A""}"
sperm_morph_589_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 14, ""top_left_y"": 218, ""bottom_right_x"": 667, ""bottom_right_y"": 448}","{""Normal/Abnormal"":""A""}"
sperm_morph_589_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 195, ""top_left_y"": 87, ""bottom_right_x"": 430, ""bottom_right_y"": 579}","{""Normal/Abnormal"":""A""}"
sperm_morph_589_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 345, ""top_left_y"": 2, ""bottom_right_x"": 580, ""bottom_right_y"": 494}","{""Normal/Abnormal"":""A""}"
sperm_morph_589_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 195, ""top_left_y"": 2, ""bottom_right_x"": 430, ""bottom_right_y"": 494}","{""Normal/Abnormal"":""A""}"
sperm_morph_590_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 74, ""top_left_y"": 259, ""bottom_right_x"": 607, ""bottom_right_y"": 464}","{""Normal/Abnormal"":""A""}"
sperm_morph_590_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 168, ""top_left_y"": 117, ""bottom_right_x"": 701, ""bottom_right_y"": 322}","{""Normal/Abnormal"":""A""}"
sperm_morph_590_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 74, ""top_left_y"": 117, ""bottom_right_x"": 607, ""bottom_right_y"": 322}","{""Normal/Abnormal"":""A""}"
sperm_morph_591_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 81, ""top_left_y"": 96, ""bottom_right_x"": 591, ""bottom_right_y"": 318}","{""Normal/Abnormal"":""N""}"
sperm_morph_591_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 184, ""top_left_y"": 263, ""bottom_right_x"": 694, ""bottom_right_y"": 485}","{""Normal/Abnormal"":""N""}"
sperm_morph_591_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 81, ""top_left_y"": 263, ""bottom_right_x"": 591, ""bottom_right_y"": 485}","{""Normal/Abnormal"":""N""}"
sperm_morph_591_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 231, ""top_left_y"": 295, ""bottom_right_x"": 738, ""bottom_right_y"": 519}","{""Normal/Abnormal"":""A""}"
sperm_morph_591_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 37, ""top_left_y"": 62, ""bottom_right_x"": 544, ""bottom_right_y"": 286}","{""Normal/Abnormal"":""A""}"
sperm_morph_591_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 231, ""top_left_y"": 62, ""bottom_right_x"": 738, ""bottom_right_y"": 286}","{""Normal/Abnormal"":""A""}"
sperm_morph_592_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 12, ""top_left_y"": 447, ""bottom_right_x"": 574, ""bottom_right_y"": 579}","{""Normal/Abnormal"":""N""}"
sperm_morph_592_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 201, ""top_left_y"": 2, ""bottom_right_x"": 763, ""bottom_right_y"": 134}","{""Normal/Abnormal"":""N""}"
sperm_morph_592_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 12, ""top_left_y"": 2, ""bottom_right_x"": 574, ""bottom_right_y"": 134}","{""Normal/Abnormal"":""N""}"
sperm_morph_592_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 4, ""top_left_y"": 35, ""bottom_right_x"": 478, ""bottom_right_y"": 471}","{""Normal/Abnormal"":""N""}"
sperm_morph_592_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 297, ""top_left_y"": 110, ""bottom_right_x"": 771, ""bottom_right_y"": 546}","{""Normal/Abnormal"":""N""}"
sperm_morph_592_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 4, ""top_left_y"": 110, ""bottom_right_x"": 478, ""bottom_right_y"": 546}","{""Normal/Abnormal"":""N""}"
